,Precentral_L,Precentral_R,Frontal_Sup_2_L,Frontal_Sup_2_R,Frontal_Mid_2_L,Frontal_Mid_2_R,Frontal_Inf_Oper_L,Frontal_Inf_Oper_R,Frontal_Inf_Tri_L,Frontal_Inf_Tri_R,Frontal_Inf_Orb_2_L,Frontal_Inf_Orb_2_R,Rolandic_Oper_L,Rolandic_Oper_R,Supp_Motor_Area_L,Supp_Motor_Area_R,Olfactory_L,Olfactory_R,Frontal_Sup_Medial_L,Frontal_Sup_Medial_R,Frontal_Med_Orb_L,Frontal_Med_Orb_R,Rectus_L,Rectus_R,OFCmed_L,OFCmed_R,OFCant_L,OFCant_R,OFCpost_L,OFCpost_R,OFClat_L,OFClat_R,Insula_L,Insula_R,Cingulate_Mid_L,Cingulate_Mid_R,Cingulate_Post_L,Cingulate_Post_R,Hippocampus_L,Hippocampus_R,ParaHippocampal_L,ParaHippocampal_R,Amygdala_L,Amygdala_R,Calcarine_L,Calcarine_R,Cuneus_L,Cuneus_R,Lingual_L,Lingual_R,Occipital_Sup_L,Occipital_Sup_R,Occipital_Mid_L,Occipital_Mid_R,Occipital_Inf_L,Occipital_Inf_R,Fusiform_L,Fusiform_R,Postcentral_L,Postcentral_R,Parietal_Sup_L,Parietal_Sup_R,Parietal_Inf_L,Parietal_Inf_R,SupraMarginal_L,SupraMarginal_R,Angular_L,Angular_R,Precuneus_L,Precuneus_R,Paracentral_Lobule_L,Paracentral_Lobule_R,Caudate_L,Caudate_R,Putamen_L,Putamen_R,Pallidum_L,Pallidum_R,Heschl_L,Heschl_R,Temporal_Sup_L,Temporal_Sup_R,Temporal_Pole_Sup_L,Temporal_Pole_Sup_R,Temporal_Mid_L,Temporal_Mid_R,Temporal_Pole_Mid_L,Temporal_Pole_Mid_R,Temporal_Inf_L,Temporal_Inf_R,Cerebellum_Crus1_L,Cerebellum_Crus1_R,Cerebellum_Crus2_L,Cerebellum_Crus2_R,Cerebellum_3_L,Cerebellum_3_R,Cerebellum_4_5_L,Cerebellum_4_5_R,Cerebellum_6_L,Cerebellum_6_R,Cerebellum_7b_L,Cerebellum_7b_R,Cerebellum_8_L,Cerebellum_8_R,Cerebellum_9_L,Cerebellum_9_R,Cerebellum_10_L,Cerebellum_10_R,Vermis_1_2,Vermis_3,Vermis_4_5,Vermis_6,Vermis_7,Vermis_8,Vermis_9,Vermis_10,Thal_AV_L,Thal_AV_R,Thal_LP_L,Thal_LP_R,Thal_VA_L,Thal_VA_R,Thal_VL_L,Thal_VL_R,Thal_VPL_L,Thal_VPL_R,Thal_IL_L,Thal_IL_R,Thal_Re_L,Thal_Re_R,Thal_MDm_L,Thal_MDm_R,Thal_MDl_L,Thal_MDl_R,Thal_LGN_L,Thal_LGN_R,Thal_MGN_L,Thal_MGN_R,Thal_PuI_L,Thal_PuI_R,Thal_PuM_L,Thal_PuM_R,Thal_PuA_L,Thal_PuA_R,Thal_PuL_L,Thal_PuL_R,ACC_sub_L,ACC_sub_R,ACC_pre_L,ACC_pre_R,ACC_sup_L,ACC_sup_R,N_Acc_L,N_Acc_R,VTA_L,VTA_R,SN_pc_L,SN_pc_R,SN_pr_L,SN_pr_R,Red_N_L,Red_N_R,LC_L,LC_R,Raphe_D,Raphe_M
Hippocampus_L,,,,,,,,,,,,,,,,,,,,,,,0.22899977024461185,-0.06361167966558476,0.2143494217331863,0.2265091321504697,,,0.25729690673657435,0.22563675784506482,,,,,,,,,1.0,0.2809235540712819,0.6410544433275711,0.41223459042505156,0.5347019903788617,0.24703196241658382,,-0.08225428847726252,,,0.05913127787163843,-0.0010720904976623167,,,0.056060894045153166,-0.0685016494975705,0.05692989691529213,0.08144553317267716,0.2130369313069802,0.3314311406398567,,,,,,,,,,,0.0265454259394896,-0.011360090506218593,,,,,,,,,,,0.0004646691327606262,-0.010540938326316947,0.3739633797750706,0.2570785475448256,0.23565425167196102,0.04915915287740563,0.266082566158107,0.2042248009179898,0.33827100968059554,0.17391716762604406,-0.14406819360746143,-0.1615183120973472,-0.2645786193704907,-0.23569478114756215,0.09796209412844387,-0.006135427373878334,0.12088343391031753,0.031223646242081474,-0.05808857057808442,-0.12393246305416808,-0.3083387647698805,-0.3128303178370194,-0.05785721920721177,-0.19486668270508492,0.055953596875269275,-0.05881231487440725,-0.09081671439188231,-0.23412170900868576,-0.089761716090168,-0.1098200038948408,0.04472031736580878,-0.13590960438856595,-0.3451264850135728,-0.28717341541049374,-0.28194594177691856,-0.2991980056089245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13279756452524008,-0.026132675333474395,0.1770773663210164,0.09662913508715677,0.2296511173495437,0.16832174994940785,0.14148968795244474,0.026073819715346877,0.19403684966268359,-0.020122545622826848,-0.03589055876896479,0.019111830815675426
Hippocampus_R,,,,,,,,,,,,,,,,,,,,,,,0.19989604972411282,-0.0038686989549855375,0.11971969059155584,0.11487312539502852,,,0.22032070326352107,0.15552613636718635,,,,,,,,,0.2809235540712819,1.0,0.37177058742953484,0.4954124030252341,0.3678839984856641,0.2698879675873504,,-0.03707384349468092,,,0.03450317045706349,-0.01794849555465336,,,0.19510555557178572,-0.05852500337268118,0.1377688020966552,-0.07227265958305086,0.13921122479088427,0.26643005692993255,,,,,,,,,,,0.08732072119292598,-0.00809541193573747,,,,,,,,,,,0.03432750723491944,0.01907908952311818,0.26702214547867137,0.17430689494811746,0.207497708646501,0.033951117909356746,0.15920513766785419,0.2342954559581693,0.2203093077908174,0.07203594906386351,-0.0565249594804615,-0.15920323969090416,-0.17800070587696293,-0.23970267105530563,0.03623040119581363,0.015738271248740634,0.05901909769351276,0.02274911537135909,-0.08561853996393189,-0.12209639352967325,-0.23568015308575357,-0.3204117663569277,-0.054937358103179186,-0.2649335185009835,0.12590595648714167,-0.12128895833455275,-0.08462228695680908,-0.1964412357362946,-0.12228288959786615,-0.10929352880744644,-0.05725877686622517,-0.20545612180395523,-0.30965537193659254,-0.2937889424083173,-0.2671739965602155,-0.25551772805714545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04716486216314324,0.0058944400649225,0.04800300690078281,0.07567822716816751,0.0898587966370768,0.14447253748692024,0.07871711808293268,0.03306273247405342,0.15124129521164478,-0.09972973412710869,-0.04648113544729209,-0.018017028585077283
ParaHippocampal_L,,,,,,,,,,,,,,,,,,,,,,,0.3640879648663627,-0.24802210571180458,0.4135435430950022,0.4355984964555914,,,0.21609807961243147,0.3225545518975855,,,,,,,,,0.6410544433275711,0.37177058742953484,1.0,0.5882859077399858,0.6387035393711417,0.3053760943876036,,-0.10054295298473152,,,0.1944420538794215,0.061650220745079545,,,0.0182959567765194,-0.05847343019842927,0.0553957263048618,0.0838872717378579,0.2640243412240318,0.5626942248150913,,,,,,,,,,,0.09359649595782388,0.050496572808680605,,,,,,,,,,,0.039884238551122386,-0.02517007760265228,0.6307288097909937,0.24184348352464674,0.23213279648003116,0.0765627710515889,0.46906080753016455,0.36508641013037213,0.4763677379881832,0.31170397567142566,-0.09449289382041114,-0.1423064965828369,-0.21484316116897823,-0.26454231983860194,0.02783932539040318,0.12465009300663525,0.18015034570584845,0.11608067887982433,-0.03405430858613844,-0.11969708565801568,-0.35685268517831975,-0.3608032785742332,0.08046721937589041,-0.20451883216027625,0.09388282213929312,0.13618082131783305,-0.1332696495734111,-0.29517341622625015,0.01652482073277294,-0.025148258368737533,0.10996381824995567,-0.11610070303500523,-0.49160948790153786,-0.36679902183291596,-0.33628307572687466,-0.3969472957422353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07880377907539934,-0.04522917734659394,0.18889697826935015,0.05941806632515077,0.27945522579553383,0.15503376492030205,0.14021488959744535,-0.044930726881994856,0.23223116086860915,0.12127748238205512,-0.12946060198989948,0.09384579487014397
ParaHippocampal_R,,,,,,,,,,,,,,,,,,,,,,,0.39800275121081347,-0.2824430281075556,0.27342063978786124,0.3677096086596154,,,0.30164715364434325,0.48386610949320175,,,,,,,,,0.41223459042505156,0.4954124030252341,0.5882859077399858,1.0,0.4784415455223711,0.33300259040765273,,-0.009596705190016333,,,0.15363009257949342,0.16194665647217016,,,0.09437629639715242,0.009793616802726078,0.12690621167263277,0.07748099326134432,0.4488690641148632,0.6287666957613701,,,,,,,,,,,0.11789632545697795,-0.017462039237546717,,,,,,,,,,,-0.007837384142850347,-0.01980101639794404,0.30031767011969907,0.21768873220738616,0.2674134003605274,0.0695029142115603,0.5309165713971169,0.5223009194632627,0.5887429930586847,0.514555093168704,-0.1514995611182781,0.1266246788822492,-0.01927805008899477,-0.028239492912322983,0.1327113148247111,0.3863656334936218,0.326853679315361,0.4034901366393377,-0.05806109995385124,0.1640180016022679,-0.1779515685329002,-0.2758830152690085,0.1928832595510686,-0.49053445945031304,0.0065050086426112624,-0.007759969256842719,-0.4067897303249179,0.03614805998872054,-0.015975087118989886,0.013081157444939678,0.12068229854562336,-0.10555971996300569,-0.40248054567318686,-0.27443338254207866,-0.25841531438581883,-0.20779426226000502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05879348895216758,-0.0009020695234224837,0.21517083216504115,0.1550986717086526,0.3048751816672199,0.21958963257212785,0.18628231902255396,0.1190855158392279,0.34749285734037905,-0.12133224584621624,-0.04890763938833548,0.05627935208736571
Amygdala_L,,,,,,,,,,,,,,,,,,,,,,,0.3689138790098941,-0.08454660479213688,0.29796693289490706,0.20491282242269024,,,0.27329728695114064,0.2348424224832256,,,,,,,,,0.5347019903788617,0.3678839984856641,0.6387035393711417,0.4784415455223711,1.0,0.3611694300587856,,-0.05242058201775465,,,0.0008062988837416986,0.006171515985879266,,,0.02328381766111477,-0.0493600422089099,0.09209071314890983,0.005635816712700791,0.1687478243855486,0.42541500675827537,,,,,,,,,,,0.054626922013720165,-0.019016757912730976,,,,,,,,,,,0.004563764122065854,0.026877171497131563,0.5189579953398562,0.2280309459577948,0.2996060131773046,0.05010374994152747,0.3879195211762621,0.32550033461438327,0.3821195775231102,0.15492557775499324,-0.06728575811194511,-0.25240815271180883,-0.23656310603133476,-0.35379463906618225,0.025210931499119214,0.006363694156224702,0.015776706869023896,-0.013721980083946482,-0.013638591984766751,-0.2241016673057146,-0.29911196222500425,-0.4205695572482991,0.038798617766252645,-0.20153726229913443,0.07137736035461567,-0.000739583317411036,-0.05777894612600454,-0.30792177420169703,-0.002268378146642717,-0.0539104679961205,-0.006101787211394427,-0.1995772540760517,-0.40824888249444635,-0.359394265748815,-0.35615895330841507,-0.3795344624586934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10940147521568896,0.06833080519783093,0.12991357242867643,0.16434081023455863,0.1816956709009958,0.25638258303262057,0.19762328199129325,0.037694404698302354,0.16450288255839088,0.08072852386794555,-0.08224304358716146,0.0782452891381652
Amygdala_R,,,,,,,,,,,,,,,,,,,,,,,0.20395826318612592,0.06308235641300604,0.09501747063592687,0.09608167861579801,,,0.2924596107628909,0.182312802583118,,,,,,,,,0.24703196241658382,0.2698879675873504,0.3053760943876036,0.33300259040765273,0.3611694300587856,1.0,,-0.0552639478769463,,,-0.0184522010410992,-0.08521322931724913,,,0.11139434754928342,0.008930436322015062,0.041121284187404385,-0.02113277154744946,0.1964849612982411,0.21054939724724508,,,,,,,,,,,0.013329766282617578,0.015307609073264108,,,,,,,,,,,0.04058048172416423,0.010394902020869515,0.15830433473547997,0.3378976708702192,0.23312927300989914,0.120503724718913,0.18175475457930612,0.22164098423701567,0.22261247743712353,0.04870565513547677,-0.15780613133814486,-0.235697584553686,-0.237488312033407,-0.2918472959906319,0.007062155047078322,-0.04322669515039328,0.08412174807684404,-0.03788181550384744,-0.05672732239707965,-0.20669960497069953,-0.19004240880139395,-0.3835820798542003,-0.03143201202117434,-0.30426291725649907,0.13744517682907179,-0.22372615820051742,-0.1034342605713564,-0.17614344754090247,-0.11333109906630565,-0.06733705496487911,-0.14365258648374996,-0.29403410137084124,-0.32093545587043215,-0.3293958286313067,-0.33104215971372897,-0.3145988507334969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07560143126482433,0.00391998397143091,0.06626222787205104,0.12399176153233633,0.06605591766162726,0.17643904350058132,0.13265390501727536,0.030090877691742478,0.21596709400205108,-0.15868108331542344,-0.04770026725690883,-0.0026570164941162747
Calcarine_L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calcarine_R,,,,,,,,,,,,,,,,,,,,,,,-0.0007950917997775097,-0.0017826934827579236,-0.08813800557179365,0.00762432430786179,,,-0.1435728661849947,0.06595120633012413,,,,,,,,,-0.08225428847726252,-0.03707384349468092,-0.10054295298473152,-0.009596705190016333,-0.05242058201775465,-0.0552639478769463,,1.0,,,-0.06489998158895185,0.3095281225060919,,,0.0731990483961534,0.015458286054532285,0.0067455160234732485,0.038698313248873406,-0.10799738745295057,-0.020885586198757914,,,,,,,,,,,0.060596756385310986,0.10455296998512177,,,,,,,,,,,-0.06041270269169895,-0.01057862205063591,-0.07568242660322207,-0.04210732994699953,-0.03740519973799243,0.07829652428053804,-0.042850917888251884,0.015019518041955612,0.0016022130175197197,0.05162256077232776,0.0013266826085769304,0.08392487633830593,0.04375163930671383,0.09538218447245612,-0.013251167242190335,0.023247014860672464,0.02919077469490413,0.08513455335524184,-0.09255402703005751,0.08156065963564048,0.026607533051142645,0.04399060102896005,-0.024429767986640927,-0.04571328996432208,-0.02875353106924563,-0.016482270823275965,-0.06860726477027157,0.049976081863516444,-0.07851522144022594,-0.09445134852120461,0.018934191406778187,0.05320721898957249,0.07208509300786156,0.05380494862809702,0.016950099930091174,0.0368540430134428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09931251239186518,-0.03277723245112239,0.06301467558146455,-0.10794165258887045,0.015442604582629199,-0.10368188737030852,0.08658587258927505,-0.040127672585228834,-0.029190292854500234,-0.10082661329826074,-0.0004850889911359756,-0.06127262936065437
Cuneus_L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuneus_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lingual_L,,,,,,,,,,,,,,,,,,,,,,,-0.033379730663636746,-0.2718958842200882,0.05768969479774205,0.2949191773265799,,,-0.1343445811371959,0.05636375137968246,,,,,,,,,0.05913127787163843,0.03450317045706349,0.1944420538794215,0.15363009257949342,0.0008062988837416986,-0.0184522010410992,,-0.06489998158895185,,,1.0,0.0764515516243096,,,-0.0118627360428015,0.06142599067880225,0.010618160226795622,0.10687909667822548,0.20327131381699576,0.1427243256385579,,,,,,,,,,,0.05092039931369779,-0.007485766577331299,,,,,,,,,,,0.023604112823921934,0.012967105968598376,0.014597484274937221,-0.07177619514550891,-0.09583736680915614,0.03518621207924345,0.10457687047500532,0.04461073978882759,0.14153343366930268,0.28654169750116076,-0.05538161758535006,0.268131964954996,0.1035626860452975,0.22054914366364042,0.16407969444223627,0.28658475366168124,0.36883620100469805,0.30768994569235864,0.06756685270291524,0.2796568723159987,-0.11428778062794853,0.10399411837600966,0.0830022138435928,-0.11533337510646266,0.010089044575156048,0.13726622775880196,-0.21148621851138621,0.1371317163084776,0.034496309462846673,0.03969430398907427,0.14375111143366548,0.19012677250900648,0.001283318804483427,0.0951159727893385,0.10422850639565293,0.13954303920204886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.016764559462251097,-0.05310676136831099,-0.01715362226654149,0.030315252030563913,0.07091046695193769,0.026161501864648155,-0.044808564131141454,0.021700281086529938,0.08493216419641987,-0.009423369462516661,-0.029757133804671723,0.09341007194300026
Lingual_R,,,,,,,,,,,,,,,,,,,,,,,0.022112648843525876,-0.23035086427673424,0.0060761130302758376,0.17801192027435764,,,-0.14837658597365203,0.10676910338981457,,,,,,,,,-0.0010720904976623167,-0.01794849555465336,0.061650220745079545,0.16194665647217016,0.006171515985879266,-0.08521322931724913,,0.3095281225060919,,,0.0764515516243096,1.0,,,-0.008326040169683658,0.07147392052846539,0.04957839706233306,0.11373132022992107,0.1159664067607269,0.25203253448122,,,,,,,,,,,-0.016924258195501102,0.2976441986103093,,,,,,,,,,,0.028798445671618482,-0.035827401141548476,-0.07802000492913368,-0.1117606781668375,0.04326243815773763,0.08212220430100414,0.11057417857668488,0.19857636644848886,0.1525054791832494,0.37619221937610126,0.0963638356184321,0.3585926411428158,0.28906004712351235,0.33025666245987656,0.05584423215915793,0.339388764757702,0.2004769520357696,0.40853093600517676,0.058962938223959545,0.354679078428094,0.06023596090304685,0.22072756266815088,0.12949587183808275,-0.08733523883688873,-0.13706863893795804,0.15769446518089067,-0.13210263588005694,0.2830097589359949,0.13445379803072943,0.07524589270623111,0.20236895615029096,0.2342485645564189,0.13954596761193275,0.2237208453484819,0.18868346631529267,0.17391182548562376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.05871637040890347,-0.10994189397453372,0.02135671713361838,-0.09843180702720841,0.06214395778587513,-0.07002651018507543,-0.049196587374537436,-0.03936155759359492,0.03875430846596692,-0.03995605179840009,0.0029040977957069188,0.028827300958538787
Occipital_Sup_L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Occipital_Sup_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Occipital_Mid_L,,,,,,,,,,,,,,,,,,,,,,,-0.004938083023952827,0.08312464638756693,-0.05520566226748884,-0.029216306173075787,,,0.05008305302131779,0.046477938836444986,,,,,,,,,0.056060894045153166,0.19510555557178572,0.0182959567765194,0.09437629639715242,0.02328381766111477,0.11139434754928342,,0.0731990483961534,,,-0.0118627360428015,-0.008326040169683658,,,1.0,-0.040434012139562936,0.299993061105882,-0.023202755002296602,-0.02968172035917718,0.04179726299848409,,,,,,,,,,,-0.011126086945520405,-0.05461774262342472,,,,,,,,,,,0.035772146107793897,0.07004877860236514,0.0517845906543202,0.14282353255479835,0.17786664395345334,-0.03631231107033191,-0.011821541997096835,0.008040285391051801,0.013745060337418962,-0.04225347372797152,-0.037047439980764554,-0.08731279668433059,-0.10639518237831132,-0.10339819231191699,-0.042476269449329467,-0.07012725119393216,0.015835098598083394,-0.0765612938161714,0.03440374805707095,-0.10932456757578386,-0.020362019522428314,-0.13653541261093005,-0.08639532544570241,-0.12152956210826302,0.01665301126789452,-0.1300505634486369,0.001188072639730398,-0.07543913284437383,-0.060331070486100806,-0.025382466433176296,-0.05284615779310743,-0.10272702247578568,-0.10756903179715656,-0.10983928792114359,-0.12658066903334034,-0.08022346639416879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0622655213395961,0.11839985997286664,0.07077852721322195,0.0945084623538482,0.023697430328024027,0.012531536677321318,0.04181798807314305,0.08592613368333826,0.09801438248797369,-0.05176873994755879,0.03827953694957343,-0.03860080229016771
Occipital_Mid_R,,,,,,,,,,,,,,,,,,,,,,,-0.02422345895622371,0.014931338213634609,-0.005417109257075274,0.03495392665574394,,,0.0870075564274124,-0.02309467183680033,,,,,,,,,-0.0685016494975705,-0.05852500337268118,-0.05847343019842927,0.009793616802726078,-0.0493600422089099,0.008930436322015062,,0.015458286054532285,,,0.06142599067880225,0.07147392052846539,,,-0.040434012139562936,1.0,0.021236102016436838,0.05394044038474016,0.06044490982377803,-0.006644989858638967,,,,,,,,,,,-0.03544564240087316,-0.026814440902487687,,,,,,,,,,,-0.03544564240087324,-0.016420716965078568,-0.023385301687271542,-0.035005559262905106,-0.026203402108841718,0.026090438232165076,0.005977173464221592,-0.033191311342385184,-0.02072336211994777,0.018834170013987024,0.034599591305856374,0.03781467118400146,0.031500802480601435,0.05078975398129064,-0.033094786233321134,0.05207416071437301,0.13971908545857697,0.04832382799295295,0.057960179045757176,0.04543903984802539,0.009975753162587917,0.03139148143646511,-0.02342653492572493,0.005556651874847829,0.0009563080994296012,-0.04106178513715288,0.010026667385359062,0.021594834695328986,-0.019393219404628362,-0.04726176068953835,0.001532995887407959,0.05140080919784388,-0.0354543939261438,0.027390303940613574,0.042735064662795835,0.08387510875122037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004920624753066121,0.027920202121384612,-0.061022224622856176,0.051559510460069916,-0.06766438432644065,0.06283033114372036,0.031189070997422918,0.07425057395088017,0.01036733350829726,-0.038121630899029445,0.03774610870671724,-0.012565493811356125
Occipital_Inf_L,,,,,,,,,,,,,,,,,,,,,,,0.08147823653752843,-0.12589719837436714,0.038328460951597414,0.05502182762265441,,,-0.03701351808867406,0.07134935794789046,,,,,,,,,0.05692989691529213,0.1377688020966552,0.0553957263048618,0.12690621167263277,0.09209071314890983,0.041121284187404385,,0.0067455160234732485,,,0.010618160226795622,0.04957839706233306,,,0.299993061105882,0.021236102016436838,1.0,0.049738148626123135,0.18829713119780278,0.13394211322646027,,,,,,,,,,,-0.01267461503415105,-0.08253957667065503,,,,,,,,,,,-0.014708008886536464,0.029235121813305127,0.04400887211331989,0.04125948705771499,0.07479876882129557,-0.07020381778392246,0.10582957841091896,0.11262440406957723,0.18350378160812467,0.12631942292195053,0.08334176472828056,0.058155625527340875,0.06810280271713265,0.041288787056350154,-0.022405499292743502,0.16432278926266577,0.009335982662481668,0.10876024721826962,-0.024287194508327684,0.09154256845463682,0.006144472312866337,-0.0008106001044416204,0.09465522569781329,-0.06505628487783202,-0.08487300533629592,0.08867985204417052,-0.13648095315068817,0.04716146767354271,0.11478763129004342,0.06701793900576308,0.08229767857978561,0.015884115505717583,-0.03979887380550505,0.009946194183011143,0.01595343992555945,0.018211512904111264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05401677987301367,0.06184594953736913,0.026912780137017697,0.048033542342065444,0.012178678493460845,-0.0015376464472921189,0.09972396723760786,0.09080879824853307,0.0366998848590298,0.05569774909173268,0.15138668951469916,0.07607456583630232
Occipital_Inf_R,,,,,,,,,,,,,,,,,,,,,,,0.10734173597660586,-0.21580623519832917,0.056318948711353366,0.2131641830207656,,,0.0641991876874192,0.14878535739561832,,,,,,,,,0.08144553317267716,-0.07227265958305086,0.0838872717378579,0.07748099326134432,0.005635816712700791,-0.02113277154744946,,0.038698313248873406,,,0.10687909667822548,0.11373132022992107,,,-0.023202755002296602,0.05394044038474016,0.049738148626123135,1.0,0.12010109807998785,0.22848650035929974,,,,,,,,,,,-0.07111820207037681,-0.07496448605187914,,,,,,,,,,,-0.029563381463504283,0.06706966304707519,-0.041652110625555995,-0.0760086306911699,-0.015201063409317147,0.05895133280529341,0.14808295679016248,0.17340699452802832,0.19805988199798824,0.35358900207026833,-0.04326605844050567,0.2457620094337408,0.14051024692238315,0.2061969909264089,0.06870842858773281,0.26897145498048297,0.1413769786040642,0.2935876345236942,-0.07600659321316135,0.25737370409767096,0.04945845086599202,0.10600707875689282,0.15008176065901957,-0.15523877497499022,-0.11886386858974743,0.13044570315101092,-0.2386632943731468,0.20723324812282723,0.11522933518994727,0.1467178411257001,0.14743199773214877,0.06281690679824334,-0.06769261558182038,0.09598144293413105,0.11356900387334824,0.06654763287621905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.056615346428050245,0.0070638053517416985,-0.012723954936796853,0.020835901353053646,0.03155466968406711,-0.015813802144368644,-0.02415016623580563,0.06627629886471689,0.003380982378893878,-0.03269225655663185,-0.008161693112026103,-0.04602484048108791
Fusiform_L,,,,,,,,,,,,,,,,,,,,,,,0.3320397485758468,-0.47789096095190847,0.35214091363157646,0.3787511717987233,,,0.1541627858494977,0.22905913489936844,,,,,,,,,0.2130369313069802,0.13921122479088427,0.2640243412240318,0.4488690641148632,0.1687478243855486,0.1964849612982411,,-0.10799738745295057,,,0.20327131381699576,0.1159664067607269,,,-0.02968172035917718,0.06044490982377803,0.18829713119780278,0.12010109807998785,1.0,0.44819239704464425,,,,,,,,,,,0.06936981031486292,-0.010125566319249909,,,,,,,,,,,0.005660481077007226,-0.04658536437624439,0.022942835655218142,0.06444569029990542,0.12323415785702552,-0.03901730119230752,0.5684623601602835,0.43290985956622846,0.5513452272577689,0.48734356782851995,0.028056211489094797,0.34913101805740077,0.3459502693801053,0.2544446771112707,0.07452057037281141,0.4746335592457832,0.3035761137743884,0.49827052210825895,0.08433714867764532,0.3788697728646586,0.13434759236194047,0.090352924691166,0.3924146891337385,-0.2387012832222006,-0.20656029953196653,0.22744456749591682,-0.5373311843075513,0.3054981684235754,0.24572494638426284,0.21876912115067262,0.29557549557263973,0.0937041777375831,-0.1144382103588507,0.11793838191300741,0.12427607268634164,0.11470406428737921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0397331503434114,0.026293867041915116,0.13902502801099859,0.05675695184516356,0.2842258104571433,0.06748273279169208,0.1550473575450155,0.1503108035235903,0.16249769713077392,0.04154934052380256,0.1292813646309823,0.06597214948624819
Fusiform_R,,,,,,,,,,,,,,,,,,,,,,,0.6554424555616671,-0.5683777729594017,0.5282218350404039,0.33377664267012747,,,0.14196357593613756,0.44763162161668235,,,,,,,,,0.3314311406398567,0.26643005692993255,0.5626942248150913,0.6287666957613701,0.42541500675827537,0.21054939724724508,,-0.020885586198757914,,,0.1427243256385579,0.25203253448122,,,0.04179726299848409,-0.006644989858638967,0.13394211322646027,0.22848650035929974,0.44819239704464425,1.0,,,,,,,,,,,0.04063888770529172,0.05631667097870404,,,,,,,,,,,-0.032671328016848314,-0.03310323837160489,0.32285455366382715,0.12747330173745108,0.2362047980644845,0.06707503895167283,0.6677858117947132,0.808777714036274,0.6121450692743227,0.6178061693562645,0.05870645473577769,0.16326860665239376,0.14147763518505418,0.01653703304637623,0.039003478784367177,0.49657070628551186,0.18251945525751592,0.4360687777223718,-0.04664787630289505,0.18696653585340575,-0.040592599325479095,-0.15611391898835045,0.47040853222638485,-0.272312922867525,-0.1468334696705996,0.37415087485227977,-0.35488057092932784,0.1471894344225414,0.2686234130960766,0.19649977236755342,0.3579193489243086,0.012064754422324927,-0.38533736909610644,-0.13789834016674374,-0.08604748501004757,-0.19235065469802418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03979263621625875,0.0003654053228454661,0.25764609506168834,0.070069092712665,0.3826444006979558,0.11622136720899129,0.18623956348881746,0.031956096697139356,0.2518659543942316,0.22520117576538537,-0.03126112403530868,0.115272069135315
