,Precentral_L,Precentral_R,Frontal_Sup_2_L,Frontal_Sup_2_R,Frontal_Mid_2_L,Frontal_Mid_2_R,Frontal_Inf_Oper_L,Frontal_Inf_Oper_R,Frontal_Inf_Tri_L,Frontal_Inf_Tri_R,Frontal_Inf_Orb_2_L,Frontal_Inf_Orb_2_R,Rolandic_Oper_L,Rolandic_Oper_R,Supp_Motor_Area_L,Supp_Motor_Area_R,Olfactory_L,Olfactory_R,Frontal_Sup_Medial_L,Frontal_Sup_Medial_R,Frontal_Med_Orb_L,Frontal_Med_Orb_R,Rectus_L,Rectus_R,OFCmed_L,OFCmed_R,OFCant_L,OFCant_R,OFCpost_L,OFCpost_R,OFClat_L,OFClat_R,Insula_L,Insula_R,Cingulate_Mid_L,Cingulate_Mid_R,Cingulate_Post_L,Cingulate_Post_R,Hippocampus_L,Hippocampus_R,ParaHippocampal_L,ParaHippocampal_R,Amygdala_L,Amygdala_R,Calcarine_L,Calcarine_R,Cuneus_L,Cuneus_R,Lingual_L,Lingual_R,Occipital_Sup_L,Occipital_Sup_R,Occipital_Mid_L,Occipital_Mid_R,Occipital_Inf_L,Occipital_Inf_R,Fusiform_L,Fusiform_R,Postcentral_L,Postcentral_R,Parietal_Sup_L,Parietal_Sup_R,Parietal_Inf_L,Parietal_Inf_R,SupraMarginal_L,SupraMarginal_R,Angular_L,Angular_R,Precuneus_L,Precuneus_R,Paracentral_Lobule_L,Paracentral_Lobule_R,Caudate_L,Caudate_R,Putamen_L,Putamen_R,Pallidum_L,Pallidum_R,Heschl_L,Heschl_R,Temporal_Sup_L,Temporal_Sup_R,Temporal_Pole_Sup_L,Temporal_Pole_Sup_R,Temporal_Mid_L,Temporal_Mid_R,Temporal_Pole_Mid_L,Temporal_Pole_Mid_R,Temporal_Inf_L,Temporal_Inf_R,Cerebellum_Crus1_L,Cerebellum_Crus1_R,Cerebellum_Crus2_L,Cerebellum_Crus2_R,Cerebellum_3_L,Cerebellum_3_R,Cerebellum_4_5_L,Cerebellum_4_5_R,Cerebellum_6_L,Cerebellum_6_R,Cerebellum_7b_L,Cerebellum_7b_R,Cerebellum_8_L,Cerebellum_8_R,Cerebellum_9_L,Cerebellum_9_R,Cerebellum_10_L,Cerebellum_10_R,Vermis_1_2,Vermis_3,Vermis_4_5,Vermis_6,Vermis_7,Vermis_8,Vermis_9,Vermis_10,Thal_AV_L,Thal_AV_R,Thal_LP_L,Thal_LP_R,Thal_VA_L,Thal_VA_R,Thal_VL_L,Thal_VL_R,Thal_VPL_L,Thal_VPL_R,Thal_IL_L,Thal_IL_R,Thal_Re_L,Thal_Re_R,Thal_MDm_L,Thal_MDm_R,Thal_MDl_L,Thal_MDl_R,Thal_LGN_L,Thal_LGN_R,Thal_MGN_L,Thal_MGN_R,Thal_PuI_L,Thal_PuI_R,Thal_PuM_L,Thal_PuM_R,Thal_PuA_L,Thal_PuA_R,Thal_PuL_L,Thal_PuL_R,ACC_sub_L,ACC_sub_R,ACC_pre_L,ACC_pre_R,ACC_sup_L,ACC_sup_R,N_Acc_L,N_Acc_R,VTA_L,VTA_R,SN_pc_L,SN_pc_R,SN_pr_L,SN_pr_R,Red_N_L,Red_N_R,LC_L,LC_R,Raphe_D,Raphe_M
Cuneus_L,,,,,,,,,,,0.01590450157999006,,0.11891723891054402,,,,-0.1211628348451808,0.18611602068874614,,,,,0.0732245195343807,0.15545865297115952,0.12675495654583221,0.06993277892909798,0.11025869481568074,,0.1482175789670466,0.2167096996376315,-0.09609541287765863,,0.1888705738539437,0.16851318118890427,,,-0.023479225392617643,-0.11670413010076976,0.08130591446325314,0.09041112614136793,0.1610387816332131,0.08913504094861538,-0.08483899737739908,0.049829307638431845,-0.030722865328786913,0.155762798629376,1.0,,0.08648934463266861,0.1404501414692865,,,0.17247775093138626,,-0.12686858763010989,0.05999075630300749,0.12622950156621182,0.1264867401965832,-0.010910375848790151,,,,,,-0.047528375081589115,,0.09321975279791007,,-0.006310139226250277,0.15415167027647955,,,,,-0.03755656481478185,0.06160588527483499,0.0867885881474524,,0.0702139891081316,,0.06307238787831326,0.07705490567149237,0.19540579050575235,0.19581043154086983,0.1555819669093993,-0.026728069175032308,0.07837839771692634,0.18228839661185592,0.1463526748846007,0.17205837731541984,0.11063893224744897,3.302614468240976e-05,-0.016845685195760143,0.05591620902076272,0.10576804852054213,0.15433671216874842,0.13687438423750084,0.10223788472450383,0.1680401844080939,0.024551749869327146,0.12525360870009988,0.11280440441989971,0.07778482271330588,0.1322207594544389,0.10470446775218197,0.14594698864477482,0.13091074324697818,-0.11850477525154779,0.21832971500520812,0.1705924760391979,0.12777864681380025,-0.07583113214677663,-0.07838609356479631,-0.09135026143810562,0.03968052453554998,0.06646855229829732,,,,,-0.0766621038018767,0.17515030698059111,-0.05744456098957099,0.18078533955245585,-0.00301203723775318,0.10097582804166555,-0.045278094194787954,0.09225151326764068,-0.0649573862741531,,-0.0399730255062337,0.06703503891874371,-0.11937543984874303,,0.1189730834531171,0.15867466849192316,0.04164711260245931,0.06029909319863866,0.12501677877250544,0.1648272861029115,-0.06833048634057189,0.153084784556396,-0.1321721097530141,0.10264881213551384,0.02933268901437602,,,,,,,,0.036198560526655946,0.1501108200519205,0.09252243277945547,0.05983782367797662,0.05648960996251074,0.06770839946012369,0.009885743404024426,0.08049066699105377,-0.017461814497488036,0.03549124285723575,0.15220195412353754,0.15067532656728297,0.05808456288422929,0.13674689504906756
Cuneus_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lingual_L,,,,,,,,,,,0.42315577159910267,,-0.03634752269004092,,,,-0.37501340316876597,0.7130973995834706,,,,,0.12576638626952516,0.0344205322943846,0.22146921890927015,0.043734248746878465,0.7336883785708096,,0.6830853320403768,0.593155562996137,-0.3615041996636357,,0.6906243171701146,0.720251618739658,,,-0.1033724620891332,-0.07153721467377602,0.5794601806897373,0.7294664864759407,0.7344532271349639,0.05379789928143845,-0.4651999281941777,0.5068297221005975,0.16252510569641243,0.7666893229286018,0.08648934463266861,,1.0,0.8069280126443742,,,0.7958453330652483,,0.15868297142024887,0.06609236057087073,0.753129961311614,0.3387539125562761,0.010675193501363903,,,,,,0.25546418407096577,,0.16105897919844755,,-0.22244753332727094,0.6763844706750168,,,,,-0.3264952894513049,0.657044663063797,0.28258114143172575,,-0.040603904941139544,,0.17184215717587642,0.5258561052916543,0.5342747989593746,0.7417396270421043,0.5771964629308688,0.19804698542417679,0.46256774818779245,0.5840813194168262,0.7242704392397341,0.7709012334517898,0.8289348148361749,0.10832253862334544,0.28164230138425267,0.8065058737976284,0.8566598477535364,0.853029393234037,0.8870980834940971,0.7178682162463143,0.8198419337509116,0.4110003535469466,0.7922504264015766,0.8304581237084117,0.7704392617638808,0.795663856256354,0.8422067212065044,0.8252711419058094,0.8032537156358409,-0.7043370083336812,0.784348883342397,0.8339931504159772,0.7543495593610184,-0.09920280951189978,-0.2865594236198045,-0.19185470284967654,0.5889698392462492,0.7349041539652489,,,,,-0.4592517071388963,0.20490184479239698,-0.3832202072958209,0.3369668336066795,-0.04206834406180125,0.2494786699797455,-0.3374164545195623,0.057074823184247135,-0.0728933937098925,,-0.24604856595556293,0.09802453910424831,-0.08480751763573362,,0.3419146196466792,0.7469515841861708,0.016890945254443165,0.036544316000149055,0.26418630823220884,0.20700972097268697,-0.3663755458532862,-0.055415847392162404,-0.3020132588847423,0.029945682648537173,0.06744962226895261,,,,,,,,0.024286425388354863,0.30212601168580366,0.8501655691896894,0.7955924124701769,0.6961330509615326,0.5828437706679753,-0.18468662762199275,0.264463878548401,0.43378962823810086,0.031532812457679436,0.8484083797679718,0.742162580693236,0.6194606044797316,-0.06965975796859042
Lingual_R,,,,,,,,,,,0.3221829876097361,,0.03513307512718104,,,,-0.43847661501374896,0.8026267174765813,,,,,0.07622641455715849,0.05342370339858241,0.31379749300976895,-0.07477920959008208,0.779609875799114,,0.7838147977299371,0.659679563882492,-0.4642651208626084,,0.757889886493007,0.783963603147516,,,-0.12673519136930833,-0.12618342110008063,0.5869569466224477,0.7114174787792259,0.7413927726802612,0.1251162242106539,-0.43390117195831035,0.45977423689810876,0.1439849238882401,0.8067095058960272,0.1404501414692865,,0.8069280126443742,1.0,,,0.8121544623926865,,0.13772462617337713,0.037512023212713685,0.7139169105072034,0.4786405508075533,-0.002827781037110431,,,,,,0.28953931606775346,,0.19056629673091668,,-0.2900717076773353,0.7552319274619669,,,,,-0.3836521069689206,0.6100485991967245,0.25703476928410096,,-0.017932168734962353,,0.1436374711824595,0.5126349494526343,0.6330353284604765,0.8001638844562631,0.5759385402120124,0.13825473917185913,0.48307790575122905,0.6391803004439455,0.7603794580133003,0.8308376090929362,0.8572548021076011,0.0903517413544123,0.22939987787949842,0.7586350056514471,0.8155044506933729,0.8598492229668836,0.9043379149698137,0.8201121226116508,0.8818802862335167,0.44685555354868917,0.874078581926885,0.8815122480460881,0.7731364794906167,0.87778715223798,0.8536150848946842,0.8775720713420311,0.86723797276281,-0.6118289336280225,0.8513566821275605,0.846778265317956,0.8160265290010279,-0.12782148845323305,-0.2904710570859506,-0.2873588452419322,0.5618379729675745,0.7424718915954794,,,,,-0.45515268585126467,0.25496144275257643,-0.36978957156089787,0.46520880760508815,-0.0833817788055585,0.341497193745321,-0.3598779923330767,0.16731958522784252,-0.1209378479233369,,-0.26795416716174886,0.07476478825485189,-0.1348919271330538,,0.34502977860901207,0.7663533076672492,-0.03052892444376852,0.11548568917335955,0.28027185375287805,0.3268717980282234,-0.3565152538754728,0.047255235792596016,-0.3230455919544104,0.13766901968176903,0.07277328715542634,,,,,,,,-0.05155215265240152,0.49159977292630597,0.7927366080351406,0.7756217025041615,0.6329593251906508,0.6144216096501034,-0.20297134225276758,0.26900276979036053,0.396129075771339,0.029479009100511218,0.8703617708422712,0.8026001694722978,0.5388075133499198,-0.03580369088002891
Occipital_Sup_L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Occipital_Sup_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Occipital_Mid_L,,,,,,,,,,,0.3443501942106853,,0.04288559974298919,,,,-0.4449517709917808,0.8213745749682214,,,,,0.22949330342624308,0.2214167440309804,0.3587317480400385,0.0926701809620976,0.7608071643872647,,0.7552901916955549,0.7094045789811132,-0.45650600264580127,,0.809498991393366,0.813766252621905,,,-0.07215168324543515,-0.1393921567386719,0.6124046448544301,0.7619616303300344,0.7911157753535332,0.1760325970357478,-0.4056575435470495,0.5477608104641869,0.13978957675867568,0.8140747718794731,0.17247775093138626,,0.7958453330652483,0.8121544623926865,,,1.0,,0.10948280125020052,0.040272466908437464,0.7494220030836417,0.45175455661828146,0.028810671436077594,,,,,,0.3206318692563693,,0.17856036278683288,,-0.2813733526740199,0.7304731941030951,,,,,-0.33231548456509435,0.6354108759528732,0.32312673951570686,,-0.035536140713296305,,0.18765510693698972,0.5579111871266241,0.6760897985502262,0.8435398691751841,0.6249314277940624,0.1414237990035539,0.5036385689222774,0.6869108739448505,0.7964514455273375,0.8577331754307103,0.817071577819011,0.03449876299631027,0.18099601823719358,0.7386757348859309,0.815345056384885,0.85493677644434,0.8865325765627805,0.6623186608671245,0.8459738658632219,0.3174532952050629,0.8365454415982818,0.8682837239211165,0.7523565485296186,0.8681761913170046,0.8471615064886031,0.8741906766640276,0.8465369519341924,-0.5927928737550296,0.8577358833129678,0.8300610011333942,0.722235482193265,-0.2214951316102411,-0.3543198725629601,-0.3477058841350537,0.5121638635819251,0.6586837627520106,,,,,-0.41204184426735224,0.2189690611298918,-0.3741718394314252,0.4853333379169371,-0.06420193114386202,0.36055806023734993,-0.3609116262485297,0.15108904960363972,-0.09175907890953351,,-0.2713455033688515,0.09742948326190165,-0.10523635823852558,,0.3749323705322689,0.8059098664642346,-0.004412868917013926,0.10304409003612175,0.21714694559483416,0.3083371233115824,-0.4597617106315284,0.012620631180170289,-0.3852646273869514,0.11364120459201581,0.042525454490268885,,,,,,,,0.031399130197168085,0.499548541933266,0.8194020769161917,0.7794101901928291,0.6403066230635001,0.5873649442591224,-0.15906067108704508,0.27298428093844995,0.40998674804231955,0.005566074512060322,0.8553904315051215,0.8093048619669205,0.5392634229343002,0.007233014549604915
Occipital_Mid_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Occipital_Inf_L,,,,,,,,,,,-0.05554330401533443,,0.00407871513884405,,,,0.12912864375940517,-0.01763454968785805,,,,,-0.25056480574622125,-0.3545224669360299,-0.025844271179795573,-0.16402640980948044,0.08691598937600652,,-0.008757148318771401,-0.14990182643979943,0.0509670945463798,,0.003471329322448468,0.015569982225954591,,,-0.08442201622868085,0.038679587679651274,0.0015425497069315266,0.0988254127035464,0.029327486852217432,-0.01371590244580484,-0.11988542509042012,0.05441808262596288,-0.055325626259805756,0.07114471899540778,-0.12686858763010989,,0.15868297142024887,0.13772462617337713,,,0.10948280125020052,,1.0,0.01795878004211921,0.046334034495435106,-0.07612805578020333,-0.07987445624419312,,,,,,0.0883710554121874,,0.057142061704410566,,-0.06915219875370678,0.08691152254260223,,,,,-0.045099366008539726,0.08924567622790909,-0.036538653785319224,,-0.07640474802025826,,0.0685934647324402,0.06086250534957472,-0.10631921433239012,-0.06152686502673457,0.06457700672317898,0.034983525043687756,0.076736848432477,-0.07666521501034249,0.02718118567749962,-0.05504351743781596,0.1939126269522394,0.14950861321005768,0.22263123236163865,0.17978489905065154,0.16544595182360175,0.09398459809738455,0.12382879503298677,0.22336341073173682,0.11400137461955688,0.30954763711268846,0.0947338252256472,0.06791895451188304,0.23903140917964963,0.044471107956394376,0.19362906825901208,0.11465222088910171,0.06380474664692412,-0.21444179767167623,0.043751610247503146,0.11701500989020983,0.18861299590419378,0.2954743226647473,0.16858196524377078,0.24902441964628513,0.2561798729919244,0.24844841652460906,,,,,-0.06846562778102776,-0.1334277289184768,-0.0002709626099624797,0.005800308758039536,-0.017332378683464707,-0.10951964823913472,0.04456063659234143,-0.11724165692564271,0.02734570815957625,,-0.08423062579668564,-0.06417772986018702,0.08749414864168067,,-0.05920030174977472,0.05331983672506787,-0.059311514042262196,-0.13900639727809927,-0.03989945673315685,-0.1438348541028373,0.021557542468968655,-0.12078784489883287,0.020529977479990684,-0.23016805186618355,-0.054742396912798634,,,,,,,,0.01780329144642757,-0.17235620832099516,0.16548952948976547,0.10475733973921703,0.1312574997672247,-0.012850207587192894,-0.08897497320935516,-0.05928245117266952,0.0975710537932522,-0.055586622194478075,0.0851465332188874,0.048507256553535674,0.21151040876619864,-0.03940664529930244
Occipital_Inf_R,,,,,,,,,,,-0.027551209669972133,,0.047526716540571376,,,,-0.07948765194059672,0.07851290229004562,,,,,-0.08791212497887284,-0.05934805362007731,-0.00027303003952168064,-0.09626880929234612,0.06969088803014903,,0.02883851875755808,-0.002924345159887336,-0.06787117515051697,,0.02499205761237548,0.05552487527009635,,,-0.11427130799479515,-0.10372350286442902,0.02484859391876387,0.03420848295673194,0.006299820995672194,-0.040251003348047654,-0.07224551156736345,-0.003913949844090264,-0.15310551334876588,0.01664897834790694,0.05999075630300749,,0.06609236057087073,0.037512023212713685,,,0.040272466908437464,,0.01795878004211921,1.0,0.01033031757873074,-0.041295332485978296,0.020240096236391683,,,,,,-0.03289758169145139,,0.0042945039405586785,,-0.1209991269929571,-0.007925299128223779,,,,,-0.053099519832615405,0.027459106090912358,-0.007907962165425384,,0.04479422475216259,,0.020240913560700312,0.024762545075370398,0.05333729150479054,0.022313014216952344,-0.011914512438775622,-0.04920455291037821,0.03357030717290411,-0.005558773040358361,0.010859655143459327,0.03276742665035589,0.08908849252517291,0.046007936337710276,0.0615828483254862,0.06662922235491293,0.03247167589220753,0.042761735324477614,0.06441191125734871,0.028555348263240698,0.08399182877410316,0.05278488012961754,0.07767920596141817,0.0866421777086524,0.0830987889502609,0.07612261665735277,0.07753515957586804,0.06882386161636399,0.044878075082386004,-0.029915638754833083,0.06517414647411968,0.048406119924077,0.059910932304586904,0.033525670663013325,-0.01004322197323512,0.03506642433965399,-0.007645042593410384,0.07045973757033366,,,,,-0.01844159426986607,-0.01971880041160988,0.001788954485593206,0.01248091340291964,-0.04476485741614406,0.013486771115240777,0.06923111339079858,-0.036561562315631825,-0.03424029508832718,,0.04711582316119261,-0.03769345937320597,0.21039025615271337,,0.02390627510108347,0.03888900357808341,-0.035838409397289786,0.0018383353266528146,0.0272758935794124,-0.014983365060743024,-0.007394520284464327,0.03978036257177338,-0.01392922951881335,0.019111594479864352,-0.0032519052334748534,,,,,,,,-0.014701057837241948,0.04816740336478308,0.0253969044693968,-0.0032924385205957965,-0.0165531143918486,-0.011785814323057328,-0.0631392351332428,0.004040421138702074,-0.11831079127938719,-0.06956374348248055,0.037822531965072126,0.022454066373688956,0.00021955353561970242,-0.04111392893353096
Fusiform_L,,,,,,,,,,,0.45048680441227684,,0.010487356175016579,,,,-0.42871821160985135,0.7396379426641866,,,,,0.45960490890052363,0.41947464140018964,0.23757871757092017,0.33702915790485816,0.7304731480255037,,0.7411792701223908,0.7306385304509753,-0.3441362086146218,,0.8122195950409579,0.715120027895981,,,-0.03154667090889822,-0.06009269762205988,0.7351545330813203,0.8255554511826665,0.8887955904546504,0.32456465237591786,-0.2788297224035672,0.6872588960825834,0.13979868216589922,0.7326959959318692,0.12622950156621182,,0.753129961311614,0.7139169105072034,,,0.7494220030836417,,0.046334034495435106,0.01033031757873074,1.0,0.6536962367718897,0.08836982061899679,,,,,,0.2803910826267378,,0.20580866947465887,,-0.24811902608043912,0.6508601689506949,,,,,-0.2749985483780138,0.6397794136450203,0.3379617789095622,,-0.049860099692148024,,0.16847054820946988,0.5639856617702859,0.7130433129234661,0.8334270259165817,0.6335741139288511,0.21516977914326454,0.7795531769895964,0.8130850087104938,0.8564905919184391,0.8614996953074893,0.7256141117385652,-0.18999761527194242,0.07394757129299176,0.667902527958966,0.8028151512168479,0.799533593363636,0.812666419497688,0.5629217534591145,0.7285698578100084,0.21943460070026785,0.694467082485563,0.7656537754074846,0.6642529976966173,0.7697048197296065,0.7655755537174594,0.7954780579401397,0.7866194761136986,-0.5377017261551059,0.7703477205203296,0.7919267962589985,0.6103015132689942,-0.30216653155951595,-0.38664174658563644,-0.3167039428866303,0.45343223808396715,0.5724436032642837,,,,,-0.3939613861058383,0.2243650927370771,-0.3266489207623368,0.3647923090145115,-0.07887316221486793,0.26716501069187143,-0.2963047144793433,0.08934517931417801,-0.042873866708617585,,-0.19349660717326675,0.14242955511100075,-0.1066803827558778,,0.272667831808607,0.7807660286473774,0.024879074768954023,0.03306459360734944,0.1473350768371096,0.2654093181951155,-0.5137251463842917,0.0658459609379153,-0.3085819386577089,0.08930525874656033,-0.03876421487160845,,,,,,,,0.03099479801818146,0.43318697418435537,0.7915071485500624,0.806532480199967,0.6474477341320052,0.6601988338924452,0.03640246489242121,0.38427469357493693,0.4262437061261581,0.14213408335783562,0.7821288000794452,0.7244593758556307,0.5290272944325115,0.0500024204263889
Fusiform_R,,,,,,,,,,,0.17612914300176982,,0.0796326437189179,,,,-0.3977270618141039,0.5348208326617986,,,,,0.4719118001265763,0.48406530650440477,0.37819100885355206,0.21568364514402347,0.5369358488423749,,0.6609893875360005,0.6221672582160106,-0.3472551078484648,,0.6348351606291177,0.4717989535912542,,,-0.015432597083400367,-0.21554940634745312,0.6261765710596986,0.5240662751539498,0.6775715367944093,0.48449191752644705,-0.02067974556305933,0.41791293046292183,0.20940863095678008,0.46786672984461003,0.1264867401965832,,0.3387539125562761,0.4786405508075533,,,0.45175455661828146,,-0.07612805578020333,-0.041295332485978296,0.6536962367718897,1.0,0.08593439680685105,,,,,,0.2512887282270407,,0.2191045712141004,,-0.15138204743321748,0.43618064157506004,,,,,-0.1537257100944825,0.24368856371277525,0.21705917574305578,,-0.08405599811084881,,0.15990004932088464,0.3244847256963603,0.6959518244804018,0.6515094340586385,0.49224883396979774,0.11747410121085047,0.7307148471242886,0.8092850916871468,0.6902381344500459,0.6956588501993658,0.3950948032233028,-0.3310400943577663,-0.1597879020048534,0.24960345410658624,0.41331781330909967,0.4685651499087795,0.47386068721565017,0.37057768034900845,0.44581340357164323,0.08043443573945012,0.514742598684606,0.4697075959972609,0.33454398704849714,0.5375066184601497,0.42243050128189585,0.5438119524566561,0.5173144379252897,-0.0784300308336946,0.5641172190133891,0.4712529595720518,0.32917179564713184,-0.33968660738247847,-0.3834741803303457,-0.4258823714423063,0.12523347034783297,0.26990355435502605,,,,,-0.20359681303204782,0.236702857642571,-0.10988322390757163,0.43584185038402923,-0.08207589868403084,0.3312685216447178,-0.17380930620105337,0.27777609967434597,-0.061260742948725265,,-0.1267758418170738,0.09979162056234482,-0.15100940438841223,,0.11546558146879109,0.47476407658932335,0.06005788040955071,0.180530703677979,0.21317464697484734,0.3908545784389557,-0.32088401791274374,0.27272180950963665,-0.23043194142526752,0.2884025693421822,-0.07319264075227568,,,,,,,,-0.2568921092192908,0.5836505706031633,0.36258571115736,0.491790841495929,0.35068569018636736,0.5205318930964019,0.20715152305127213,0.36544542380076656,0.179525948095579,0.2097298962882566,0.502300294927503,0.5320063285916965,0.11002826494432734,0.2256472636720018
Postcentral_L,,,,,,,,,,,0.05573236146444331,,0.0435748188588166,,,,-0.059067456770090544,0.04024836819718922,,,,,0.046228231982137054,0.1036275519728152,-0.008181293128887728,0.053540344554424815,0.09073975551742015,,0.07605060056448548,0.08799570847152959,-0.041415630169170776,,0.06489150466706424,0.027323187927818817,,,0.05284266381418512,-0.03129699295464591,0.06563660548566888,0.02566915812043888,0.09731999105790454,0.011043869226946102,0.0027871158133662114,0.03171458602152905,0.07281708728515049,0.028617255182077608,-0.010910375848790151,,0.010675193501363903,-0.002827781037110431,,,0.028810671436077594,,-0.07987445624419312,0.020240096236391683,0.08836982061899679,0.08593439680685105,1.0,,,,,,0.08551876140676602,,0.033967431821323356,,0.05342640851592513,0.018147125491518184,,,,,0.0019229536169230869,-0.0009195485468845682,0.02326088848446394,,0.09628056657816156,,0.22013572593094183,0.03672427814501453,0.09555282040111435,0.07277545910383953,0.040589150107188596,0.04819631388100619,0.04029803017392316,0.09941498890896054,0.07333236106713699,0.100259120573043,0.032178952913449375,-0.16785677537403862,0.027791883941418953,0.08283870447014718,0.039762472366609014,0.01621951695254152,0.03541229648764664,0.004326098935197185,0.033082696133265733,-0.029326671816984885,0.05603826960765647,0.05798854378403384,0.032391025174892965,0.04434633712310469,0.021221993727621315,0.03618818129229901,0.07221674872830916,-0.015584797327285961,0.08335455649548607,0.047379393390117375,0.03440086708103542,-0.05121174920646253,-0.021056066965561164,-0.05247947032222365,-0.01959540056929739,0.03799275852952313,,,,,0.04804413144188261,-0.006026426232037137,0.0586794906663984,0.02320854814067991,0.019271496525814693,-0.01898929470116312,0.018108587334648797,0.06176043494980616,-0.02069948227211819,,0.013214114694548989,0.03413760625551552,-0.0273253795922159,,0.04983826789054711,0.02890517223702565,0.01724170080303938,-0.040083944484996484,0.07039711793038501,0.08807568671806616,-0.054551649232100693,0.07373220416554291,0.01316444985837735,0.11306967200281359,-0.008539905569051846,,,,,,,,-0.038673972266183444,0.06144891660178869,0.04893798867748167,0.07366211297993759,0.04704671887509313,0.057194919453040546,0.0667601533975996,0.04426749965161352,-0.009342666921075955,0.08420753131119718,0.037413398085215085,0.03381040214544489,-0.0017978682193572958,0.037144214971104976
Postcentral_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parietal_Sup_L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parietal_Sup_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parietal_Inf_L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parietal_Inf_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
